Pergunta,Resposta
"Não achei o serviço necessário na seção de temas e serviços. E agora, como prosseguir?","Primeiro você deve identificar se o serviço desejado não está em outra área ou tema. Caso realmente não encontre, significa que este não é um serviço prestado pelo GATE. Isso pode se dar por duas razões: i) O GATE não tem capacidade técnica para prestá-lo; ii) o serviço possui um objeto que se caracteriza como genérico, excessivamente amplo e/ou com baixa relação de custo-efetividade (artigo 16, §1º, da OS nº 01/23 do GATE)."
O que fazer quando o serviço que preciso não está disponível na página de temas e serviços?,"Primeiro você deve identificar se o serviço desejado não está em outra área ou tema. Caso realmente não encontre, significa que este não é um serviço prestado pelo GATE. Isso pode se dar por duas razões: i) O GATE não tem capacidade técnica para prestá-lo; ii) o serviço possui um objeto que se caracteriza como genérico, excessivamente amplo e/ou com baixa relação de custo-efetividade (artigo 16, §1º, da OS nº 01/23 do GATE)."
Não consigo encontrar o serviço que preciso na página de temas e serviços. Qual é a solução?,"Primeiro você deve identificar se o serviço desejado não está em outra área ou tema. Caso realmente não encontre, significa que este não é um serviço prestado pelo GATE. Isso pode se dar por duas razões: i) O GATE não tem capacidade técnica para prestá-lo; ii) o serviço possui um objeto que se caracteriza como genérico, excessivamente amplo e/ou com baixa relação de custo-efetividade (artigo 16, §1º, da OS nº 01/23 do GATE)."
O serviço que preciso não consta na página de temas e serviços. Como devo agir?,"Primeiro você deve identificar se o serviço desejado não está em outra área ou tema. Caso realmente não encontre, significa que este não é um serviço prestado pelo GATE. Isso pode se dar por duas razões: i) O GATE não tem capacidade técnica para prestá-lo; ii) o serviço possui um objeto que se caracteriza como genérico, excessivamente amplo e/ou com baixa relação de custo-efetividade (artigo 16, §1º, da OS nº 01/23 do GATE)."
Não encontrei o serviço desejado na página de temas e serviços. Qual é a recomendação?,"Primeiro você deve identificar se o serviço desejado não está em outra área ou tema. Caso realmente não encontre, significa que este não é um serviço prestado pelo GATE. Isso pode se dar por duas razões: i) O GATE não tem capacidade técnica para prestá-lo; ii) o serviço possui um objeto que se caracteriza como genérico, excessivamente amplo e/ou com baixa relação de custo-efetividade (artigo 16, §1º, da OS nº 01/23 do GATE)."
O que fazer se o serviço que estou procurando não estiver na página de temas e serviços?,"Primeiro você deve identificar se o serviço desejado não está em outra área ou tema. Caso realmente não encontre, significa que este não é um serviço prestado pelo GATE. Isso pode se dar por duas razões: i) O GATE não tem capacidade técnica para prestá-lo; ii) o serviço possui um objeto que se caracteriza como genérico, excessivamente amplo e/ou com baixa relação de custo-efetividade (artigo 16, §1º, da OS nº 01/23 do GATE)."
Existe algum serviço que funcione como coringa no sistema Nova SAT?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
Há algum serviço que atue como um coringa no Nova SAT?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
"No sistema Nova SAT, existe um serviço que serve como coringa?","Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
Alguém sabe se há um serviço coringa no Nova SAT?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
O Nova SAT oferece algum serviço que funcione como coringa?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
Existe um serviço no Nova SAT que possa ser considerado coringa?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
"No Nova SAT, há algum serviço que desempenhe o papel de coringa?","Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
Alguém poderia me informar se existe um serviço coringa no Nova SAT?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
"No sistema Nova SAT, existe algum serviço que atue como um coringa?","Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
Há algum serviço no Nova SAT que funcione como um coringa?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
Existe algum serviço no Nova SAT que possa ser chamado de coringa?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
"No Nova SAT, existe algum serviço que sirva como coringa?","Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
Alguém conhece algum serviço coringa no sistema Nova SAT?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
"No Nova SAT, há algum serviço que possa ser considerado um coringa?","Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
Existe algum serviço no Nova SAT que atue como um coringa?,"Não. Todos os serviços que são prestados pelo GATE estão compilados na página correspondente ou no catálogo de serviços, onde também podem ser encontradas descrições de cada um deles, e a lista de documentos obrigatórios e adicionais. Em breve, este material também contemplará os quesitos sugeridos para cada serviço."
"Na minha investigação, é possível selecionar mais de um serviço oferecido pelo GATE?","Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
Como faço para escolher múltiplos serviços do GATE na minha investigação?,"Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
É permitido selecionar mais de um serviço do GATE para a mesma investigação?,"Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
"Preciso de dois ou mais serviços do GATE na minha investigação, como proceder?","Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
Posso solicitar mais de um serviço do GATE simultaneamente?,"Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
"Na investigação que estou conduzindo, como seleciono mais de um serviço do GATE?","Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
É possível utilizar mais de um serviço do GATE em uma única investigação?,"Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
Como funciona a seleção de múltiplos serviços do GATE para uma investigação?,"Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
"Na minha investigação, há como escolher mais de um serviço do GATE?","Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
"Preciso de vários serviços do GATE, como devo selecioná-los?","Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
É viável selecionar mais de um serviço do GATE para a mesma investigação?,"Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
Como posso solicitar mais de um serviço do GATE para a minha investigação?,"Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
"Na minha investigação, posso optar por mais de um serviço do GATE?","Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
Como proceder para selecionar mais de um serviço do GATE na minha investigação?,"Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
É permitido escolher mais de um serviço do GATE para a investigação que estou realizando?,"Sim. Caso precise de mais de um serviço relacionado ao mesmo objeto de investigação (ex: superfaturamento e sobrepreço), você deve selecionar todos eles na página de temas e serviços. Isso porque para cada serviço há uma lista de documentos obrigatórios que deve ser preenchida para que o GATE possa atender a sua solicitação."
Quais são os documentos que precisam ser apresentados obrigatoriamente?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais documentos são considerados obrigatórios no sistema Nova SAT?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Pode me informar quais documentos são de caráter obrigatório?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais são os documentos exigidos como obrigatórios?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais documentos não podem faltar no processo?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais são os documentos que devem ser entregues sem falta?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais são os documentos indispensáveis para o sistema Nova SAT?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais documentos são essenciais e não podem ser omitidos?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais são os documentos que são de preenchimento obrigatório?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais documentos são necessários e obrigatórios para o procedimento?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais são os documentos que precisam ser fornecidos de forma obrigatória?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais documentos são de apresentação obrigatória no sistema?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais são os documentos que não podem ser deixados de lado?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais documentos são mandatórios no sistema Nova SAT?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Quais são os documentos que devem ser incluídos sem exceção?,"São aqueles documentos sem os quais a equipe técnica do GATE não consegue produzir a IT. Em outras palavras, eles são imprescindíveis para a correta e completa análise técnica."
Posso enviar a SAT ao GATE mesmo sem ter todos os documentos obrigatórios?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
É permitido enviar a SAT ao GATE caso falte algum documento da lista?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
"Se eu não tiver todos os documentos exigidos, ainda posso submeter a SAT ao GATE?",Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
A falta de algum documento obrigatório impede o envio da SAT ao GATE?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
Gostaria de saber se posso enviar a SAT ao GATE sem todos os documentos necessários,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
É possível enviar a SAT ao GATE mesmo que eu não tenha todos os documentos listados?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
O que acontece se eu tentar enviar a SAT ao GATE sem todos os documentos obrigatórios?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
Ainda consigo enviar a SAT ao GATE se estiver faltando algum documento?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
"Preciso ter todos os documentos para enviar a SAT ao GATE, ou há exceções?",Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
"Se eu não conseguir reunir todos os documentos, posso enviar a SAT ao GATE de qualquer forma?",Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
Há alguma flexibilidade no envio da SAT ao GATE em relação aos documentos obrigatórios?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
O sistema GATE aceita a SAT mesmo que eu não tenha todos os documentos exigidos?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
"É obrigatório apresentar todos os documentos para enviar a SAT ao GATE, ou há margem para envio sem eles?",Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
Posso prosseguir com o envio da SAT ao GATE mesmo que esteja sem alguns documentos?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
O que devo fazer se não conseguir obter todos os documentos necessários para enviar a SAT ao GATE?,Não. O envio de SATs sem a documentação obrigatória completa e em desacordo com a forma de envio prevista nos Protocolos de Gestão resultará no indeferimento da solicitação.
"Como proceder se o investigado ou ente federativo informar que não possui o documento solicitado, mesmo após as requisições?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"O que fazer quando, após as requisições, o investigado ou ente federativo afirma não ter o documento listado?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"E se, mesmo após as requisições, o investigado ou ente federativo disser que não tem o documento? Como agir?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"O investigado ou ente federativo informou que não possui o documento solicitado, mesmo após as requisições. Qual é o próximo passo?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"Mesmo após as requisições, o investigado ou ente federativo alega não ter o documento. O que devo fazer agora?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"O que fazer se o investigado ou ente federativo, após as requisições, disser que não tem o documento?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"Após as requisições, o investigado ou ente federativo informou que não possui o documento. Como proceder?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"O investigado ou ente federativo afirmou que não tem o documento, mesmo após as requisições. O que fazer nesse caso?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"E agora? O investigado ou ente federativo disse que não tem o documento, mesmo após as requisições. Como resolver?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"Mesmo após as requisições, o investigado ou ente federativo não possui o documento. O que fazer a seguir?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"O que fazer quando o investigado ou ente federativo alega não ter o documento, mesmo após as requisições?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"O investigado ou ente federativo informou que não tem o documento, mesmo após as requisições. Como devo agir?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"Após as requisições, o investigado ou ente federativo disse que não possui o documento. O que fazer agora?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"O que fazer se, após as requisições, o investigado ou ente federativo disser que não tem o documento?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
"Mesmo após as requisições, o investigado ou ente federativo não tem o documento. O que fazer nessa situação?","Nesse caso, a ausência do documento obrigatório deve estar devidamente justificada no objetivo da solicitação. Diante da justificativa apresentada, a equipe técnica do GATE avaliará caso a caso a possibilidade de se atender parcialmente - mas ainda com alguma utilidade para o solicitante - a SAT. Caso seja possível, a SAT será atendida conforme a negociação do escopo com o solicitante; caso contrário, a SAT será devolvida com a devida informação. De qualquer forma, para conseguir avançar na elaboração da SAT, é preciso fazer o upload ou indicar o index de pelo menos um documento obrigatório."
O que se entende por documentos adicionais no sistema Nova SAT do MPRJ?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
Quais são os documentos adicionais e como eles funcionam no Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
Poderia explicar o conceito de documentos adicionais no contexto do Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
Documentos adicionais: o que isso significa no sistema Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
Como definir documentos adicionais no ambiente do Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
O que caracteriza os documentos adicionais no sistema Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
"No Nova SAT, o que são considerados documentos adicionais?","São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
